Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,Temp. (K),Emission max. (nm),Excitation source ,Reference,MP-ID,ICSD-ID,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,electronegativity_diff_ratio,radius_mismatch,electron_density,mass_to_charge,ionic_radius_emission_center,EN_ligand_avg,ionic_radius_substituted,avg_ionic_radius_host,avg_EN_host,avg_atomic_number_host,avg_group_host,avg_s_electrons,avg_p_electrons,avg_d_electrons,avg_f_electrons
Ba2La7.92Ge6O26Eu0.08,Ba2La7.92Ge6O26,Eu,3,0.08,298,611,395,https://doi.org/10.1016/j.jre.2020.10.019,,,0.620229008,0.047709924,0.572519084,153,57,8,49,364.87187,138.90547,15.9994,122.90607,5.95,2.15,0.6,1.55,7.44,3.44,0.89,2.55,9,4,1,3,32.3060546,13.618055,5.2116646,8.4063904,0.342741935,0.260504201,1.512605039,2.384783464,1.087,3.44,1.172,1.18421374,2.671564885,22.98282443,12.58969466,6.465648855,10.16412214,6.353053435,0
Ba2La7.86Ge6O26Eu0.14,Ba2La7.86Ge6O26,Eu,3,0.14,298,611,395,https://doi.org/10.1016/j.jre.2020.10.019,,,0.621118012,0.047778309,0.573339704,153,57,8,49,364.87187,138.90547,15.9994,122.90607,5.95,2.15,0.6,1.55,7.44,3.44,0.89,2.55,9,4,1,3,32.3060546,13.618055,5.2116646,8.4063904,0.342741935,0.260504201,1.512605039,2.384783464,1.087,3.44,1.172,1.184231247,2.673817487,22.93406593,12.60344004,6.457716197,10.14429049,6.332059245,0
Ba3.72Na2W2O11Eu0.07,Ba3.72Na2W2O11,Eu,3,0.07,298,615,275,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.587606838,0.106837607,0.480769231,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.242314815,2.549722222,24.91025641,10.54700855,6.551282051,10.32478632,6.538461538,1.495726496
Ba3.72Na2W2O11Eu0.07,Ba3.72Na2W2O11,Eu,3,0.07,298,615,335,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.587606838,0.106837607,0.480769231,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.242314815,2.549722222,24.91025641,10.54700855,6.551282051,10.32478632,6.538461538,1.495726496
Ba3.96Na2W2O11Eu0.01,Ba3.96Na2W2O11,Eu,3,0.01,298,615,395,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.580168776,0.105485232,0.474683544,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.24545007,2.52871308,25.30379747,10.43881857,6.620253165,10.4978903,6.708860759,1.476793249
Ba3.96Na2W2O11Eu0.01,Ba3.96Na2W2O11,Eu,3,0.01,298,615,266,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.580168776,0.105485232,0.474683544,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.24545007,2.52871308,25.30379747,10.43881857,6.620253165,10.4978903,6.708860759,1.476793249
Ba3.88Na2W2O11Eu0.03,Ba3.88Na2W2O11,Eu,3,0.03,298,615,266,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.582627119,0.105932203,0.476694915,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.244413842,2.53565678,25.17372881,10.47457627,6.597457627,10.44067797,6.652542373,1.483050847
Ba3.8Na2W2O11Eu0.05,Ba3.8Na2W2O11,Eu,3,0.05,298,615,266,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.585106383,0.106382979,0.478723404,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.243368794,2.542659574,25.04255319,10.5106383,6.574468085,10.38297872,6.595744681,1.489361702
Ba3.72Na2W2O11Eu0.07,Ba3.72Na2W2O11,Eu,3,0.07,298,615,266,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.587606838,0.106837607,0.480769231,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.242314815,2.549722222,24.91025641,10.54700855,6.551282051,10.32478632,6.538461538,1.495726496
Ba3.72Na2W2O11Eu0.07,Ba3.72Na2W2O11,Eu,3,0.07,298,615,395,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.587606838,0.106837607,0.480769231,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.242314815,2.549722222,24.91025641,10.54700855,6.551282051,10.32478632,6.538461538,1.495726496
Ba3.64Na2W2O11Eu0.09,Ba3.64Na2W2O11,Eu,3,0.09,298,615,395,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.590128755,0.107296137,0.482832618,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.241251788,2.556845494,24.77682403,10.58369099,6.527896996,10.26609442,6.480686695,1.502145923
Ba3.72Na2W2O11Eu0.07,Ba3.72Na2W2O11,Eu,3,0.07,298,615,465,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-1228581,,0.587606838,0.106837607,0.480769231,149,74,8,66,360.1561693,183.84,15.9994,167.8406,5.9,2.15,0.6,1.55,7.62,3.44,0.89,2.55,11,4,1,3,31.83282656,13.618055,5.13907696,8.47897804,0.334645669,0.262711864,1.864406777,2.417155498,1.087,3.44,1.16,1.242314815,2.549722222,24.91025641,10.54700855,6.551282051,10.32478632,6.538461538,1.495726496
Y2O2SEu0.05,Y2O2S,Eu,3,0.05,298,627,275,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-12894, icsd-154582,0.4,0.2,0.2,63,39,8,31,136.97025,88.90585,15.9994,72.90645,3.4,1.8,0.6,1.2,7.24,3.44,1.22,2.22,9,4,1,3,30.195325,13.618055,6.21726,7.400795,0.306629834,0.352941175,2.647058816,2.174130952,1.087,3.01,1.04,1.096,2.38,22,10.8,6.8,10.8,4.4,0
Y2O2SEu0.05,Y2O2S,Eu,3,0.05,298,627,335,https://doi.org/10.1016/j.jallcom.2015.09.182,mp-12894, icsd-154582,0.4,0.2,0.2,63,39,8,31,136.97025,88.90585,15.9994,72.90645,3.4,1.8,0.6,1.2,7.24,3.44,1.22,2.22,9,4,1,3,30.195325,13.618055,6.21726,7.400795,0.306629834,0.352941175,2.647058816,2.174130952,1.087,3.01,1.04,1.096,2.38,22,10.8,6.8,10.8,4.4,0
Ba4La5.64Si6O25Eu0.06,Ba4La5.64Si6O25,Eu,3,0.06,298,613,394,https://doi.org/10.1039/C5TC03919C,,,0.61515748,0.098425197,0.516732283,135,57,8,49,320.31737,138.90547,15.9994,122.90607,5.8,2.15,0.6,1.55,7.33,3.44,0.89,2.55,9,4,1,3,32.5582996,13.618055,5.2116646,8.4063904,0.347885402,0.267241379,1.551724135,2.372721259,1.087,3.44,1.172,1.164125984,2.636909449,20.41043307,12.5226378,6.192913386,9.334645669,4.882874016,0
Ca9LaP5O24SiF2Ce0.05,Ca9LaP5O24SiF2,Ce,3,0.05,298,404,275,https://doi.org/10.1016/j.optcom.2014.09.010,,,0.571428571,0.023809524,0.547619048,123,57,8,49,273.0405352,138.90547,15.9994,122.90607,6.95,1.95,0.5,1.45,13.61,3.98,1,2.98,17,5,1,4,61.36929647,17.42282,5.5769,11.84592,0.218956649,0.208633093,2.446043162,2.219841749,1.15,3.203333333,1.14,1.104095238,2.701666667,12.76190476,12.57142857,5.333333333,6.928571429,0.5,0
Ba3La0.99KP3O12FTb0.01,Ba3La0.99KP3O12F,Tb,3,0.01,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.57170081,0.047165317,0.524535493,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173191043,2.687422582,18.74368747,12.57598857,5.949499762,8.945212006,3.848975703,0
Ba3La0.99KP3O12FTb0.01,Ba3La0.99KP3O12F,Tb,3,0.01,298,549,374,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.57170081,0.047165317,0.524535493,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173191043,2.687422582,18.74368747,12.57598857,5.949499762,8.945212006,3.848975703,0
Ba3La0.97KP3O12FTb0.03,Ba3La0.97KP3O12F,Tb,3,0.03,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.572246066,0.046256557,0.525989509,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173192179,2.688936576,18.70720076,12.5851216,5.943729137,8.9308536,3.832618026,0
Ba3La0.95KP3O12FTb0.05,Ba3La0.95KP3O12F,Tb,3,0.05,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.572792363,0.045346062,0.527446301,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173193317,2.690453461,18.67064439,12.59427208,5.937947494,8.91646778,3.816229117,0
Ba3La0.9KP3O12FTb0.1,Ba3La0.9KP3O12F,Tb,3,0.1,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.574162679,0.043062201,0.531100478,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173196172,2.694258373,18.57894737,12.61722488,5.923444976,8.880382775,3.775119617,0
Ba3La0.85KP3O12FTb0.15,Ba3La0.85KP3O12F,Tb,3,0.15,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.575539568,0.040767386,0.534772182,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173199041,2.698081535,18.48681055,12.64028777,5.908872902,8.8441247,3.73381295,0
Ba3La0.8KP3O12FTb0.2,Ba3La0.8KP3O12F,Tb,3,0.2,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.576923077,0.038461538,0.538461538,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173201923,2.701923077,18.39423077,12.66346154,5.894230769,8.807692308,3.692307692,0
Ba3La0.7KP3O12FTb0.3,Ba3La0.7KP3O12F,Tb,3,0.3,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.579710145,0.033816425,0.54589372,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173207729,2.709661836,18.20772947,12.71014493,5.8647343,8.734299517,3.608695652,0
Ba3La0.6KP3O12FTb0.4,Ba3La0.6KP3O12F,Tb,3,0.4,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.582524272,0.029126214,0.553398058,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173213592,2.717475728,18.01941748,12.75728155,5.834951456,8.660194175,3.524271845,0
Ba3La0.6KP3O12FTb0.4,Ba3La0.6KP3O12F,Tb,3,0.4,298,549,374,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.582524272,0.029126214,0.553398058,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173213592,2.717475728,18.01941748,12.75728155,5.834951456,8.660194175,3.524271845,0
Ba3La0.5KP3O12FTb0.5,Ba3La0.5KP3O12F,Tb,3,0.5,298,549,225,https://doi.org/10.1016/j.materresbull.2015.12.008,,,0.585365854,0.024390244,0.56097561,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.063,3.203333333,1.172,1.173219512,2.725365854,17.82926829,12.80487805,5.804878049,8.585365854,3.43902439,0
Sr2La7.93Si6O24F2Ce0.07,Sr2La7.93Si6O24F2,Ce,3,0.07,298,415,279,https://doi.org/10.1016/j.jssc.2014.12.017,,,0.572382542,0.047698545,0.524683997,126,57,8,49,289.6087732,138.90547,15.9994,122.90607,6.15,2,0.5,1.5,11.37,3.98,0.95,3.03,14,5,1,4,50.46432245,17.42282,5.5769,11.84592,0.266490765,0.243902439,2.276422761,2.298482327,1.15,3.71,1.172,1.116717386,2.684068686,19.60434057,12.63510613,6.085380396,9.070355354,4.448604818,0
Ba3Sc0.95P3O12Sm0.05,Ba3Sc0.95P3O12,Sm,3,0.05,298,603,406,https://doi.org/10.1016/j.cplett.2016.04.092,,,0.633245383,0.050131926,0.583113456,100,56,8,48,229.256074,137.327,15.9994,121.3276,5.35,2.15,0.6,1.55,7.88,3.44,0.89,2.55,10,4,1,3,35.8778956,13.618055,5.2116646,8.4063904,0.323604061,0.289719626,1.869158875,2.29256074,1.098,2.815,0.885,1.165211082,2.73414248,17.35883905,12.97361478,5.783641161,8.35883905,3.216358839,0
Ba2.9LaKP3O12FEu0.1,Ba2.9LaKP3O12F,Eu,2,0.1,298,460,388,https://doi.org/10.1016/j.poly.2016.09.001,,,0.574162679,0.04784689,0.526315789,164,57,8,49,381.3023352,138.90547,15.9994,122.90607,8.4,2.2,0.5,1.7,12.42,3.98,0.82,3.16,16,5,1,4,56.65678933,17.42282,4.34066373,13.08215627,0.254428341,0.202380952,1.904761902,2.325014239,1.31,3.203333333,1.172,1.171674641,2.695263158,18.58373206,12.62200957,5.923444976,8.880382775,3.779904306,0
Ca8NaGd0.98P6O24F2Ce0.02,Ca8NaGd0.98P6O24F2,Ce,3,0.02,298,337,303,https://doi.org/10.1016/j.materresbull.2012.11.114,,,0.57170081,0.02334445,0.54835636,127,64,8,56,286.2893345,157.25,15.9994,141.2506,7.5,1.8,0.5,1.3,12.74,3.98,0.93,3.05,16,5,1,4,58.92959343,17.42282,5.13907696,12.28374304,0.239403454,0.173333333,2.13333333,2.254246728,1.15,3.203333333,1.14,1.102513101,2.710004764,12.71367318,12.57598857,5.258694616,6.801333969,0.490233444,0.163411148
La5.95Ba4Si6O24F2Ce0.05,La5.95Ba4Si6O24F2,Ce,3,0.05,298,413,280,https://doi.org/10.1016/j.jlumin.2013.07.035,mp-686674,,0.572109654,0.047675805,0.52443385,144,57,8,49,339.3157732,138.90547,15.9994,122.90607,6.3,2.15,0.5,1.65,11.31,3.98,0.89,3.09,14,5,1,4,49.9811196,17.42282,5.2116646,12.2111554,0.273209549,0.261904761,2.222222219,2.356359536,1.15,3.71,1.172,1.140009535,2.670441001,20.43265793,12.58283671,6.183551847,9.36352801,4.885578069,0
Sr3Y0.94P3O12Eu0.06,Sr3Y0.94P3O12,Eu,3,0.06,298,613,392,https://doi.org/10.1016/j.poly.2016.09.001,,,0.633579725,0.049630412,0.583949314,100,39,8,31,223.499012,88.90585,15.9994,72.90645,5.4,2,0.6,1.4,7.8,3.44,0.95,2.49,10,4,1,3,36.01686845,13.618055,5.69486745,7.92318755,0.319230769,0.259259259,1.851851848,2.23499012,1.087,2.815,1.04,1.146124604,2.737423442,15.39915523,12.97888068,5.564941922,7.704329461,2.129883844,0
ZnMoO4Eu0.05,ZnMoO4,Eu,3,0.05,298,616,395,https://doi.org/10.1016/S1002-0721(14)60527-5,"mp-16882,mp-1095420", icsd-411378 icsd-17030 icsd-236416 icsd-195515 icsd-236417,0.666666667,0.166666667,0.5,80,42,8,34,177.3484,95.94,15.9994,79.9406,3.4,1.45,0.6,0.85,7.25,3.44,1.65,1.79,19,10,4,6,30.104682,13.618055,7.09243,6.525625,0.246896551,0.249999999,5.588235278,2.216855,1.087,3.44,0.88,1.115833333,2.928333333,17.33333333,13.66666667,5.5,7.666666667,4.166666667,0
Mg0.10Zn0.85MoO4Eu0.05,Mg0.10Zn0.85MoO4,Eu,3,0.05,298,616,395,https://doi.org/10.1016/S1002-0721(14)60527-5,"mp-16882,mp-1095420", icsd-411378 icsd-17030 icsd-236416 icsd-195515 icsd-236417,0.672268908,0.016806723,0.655462185,92,42,8,34,201.6534,95.94,15.9994,79.9406,4.9,1.5,0.6,0.9,8.56,3.44,1.31,2.13,21,10,2,8,37.750918,13.618055,7.09243,6.525625,0.248831775,0.183673469,4.285714277,2.191884782,1.087,3.44,0.88,1.117478992,2.933361345,16.92436975,13.51260504,5.445378151,7.529411765,3.949579832,0
Mg0.20Zn0.75MoO4Eu0.05,Mg0.20Zn0.75MoO4,Eu,3,0.05,298,616,395,https://doi.org/10.1016/S1002-0721(14)60527-5,"mp-16882,mp-1095420", icsd-411378 icsd-17030 icsd-236416 icsd-195515 icsd-236417,0.672268908,0.033613445,0.638655462,92,42,8,34,201.6534,95.94,15.9994,79.9406,4.9,1.5,0.6,0.9,8.56,3.44,1.31,2.13,21,10,2,8,37.750918,13.618055,7.09243,6.525625,0.248831775,0.183673469,4.285714277,2.191884782,1.087,3.44,0.88,1.117142857,2.927647059,16.62184874,13.34453782,5.411764706,7.428571429,3.781512605,0
Mg0.30Zn0.65MoO4Eu0.05,Mg0.30Zn0.65MoO4,Eu,3,0.05,298,616,395,https://doi.org/10.1016/S1002-0721(14)60527-5,"mp-16882,mp-1095420", icsd-411378 icsd-17030 icsd-236416 icsd-195515 icsd-236417,0.672268908,0.050420168,0.621848739,92,42,8,34,201.6534,95.94,15.9994,79.9406,4.9,1.5,0.6,0.9,8.56,3.44,1.31,2.13,21,10,2,8,37.750918,13.618055,7.09243,6.525625,0.248831775,0.183673469,4.285714277,2.191884782,1.087,3.44,0.88,1.116806723,2.921932773,16.31932773,13.17647059,5.378151261,7.327731092,3.613445378,0
Mg0.40Zn0.55MoO4Eu0.05,Mg0.40Zn0.55MoO4,Eu,3,0.05,298,616,395,https://doi.org/10.1016/S1002-0721(14)60527-5,"mp-16882,mp-1095420", icsd-411378 icsd-17030 icsd-236416 icsd-195515 icsd-236417,0.672268908,0.067226891,0.605042017,92,42,8,34,201.6534,95.94,15.9994,79.9406,4.9,1.5,0.6,0.9,8.56,3.44,1.31,2.13,21,10,2,8,37.750918,13.618055,7.09243,6.525625,0.248831775,0.183673469,4.285714277,2.191884782,1.087,3.44,0.88,1.116470588,2.916218487,16.01680672,13.00840336,5.344537815,7.226890756,3.445378151,0
Ca1.64Gd8Si6O26Mn0.18,Ca1.64Gd8Si6O26,Mn,2,0.18,298,590,313,https://doi.org/10.1039/C1JM11650A,,,0.624399616,0.039385207,0.585014409,106,64,8,56,241.4129,157.25,15.9994,141.2506,5.3,1.8,0.6,1.2,7.54,3.44,1,2.44,9,4,1,3,34.03269047,13.618055,6.11315547,7.50489953,0.323607427,0.226415094,1.698113204,2.277480188,0.97,3.44,1.075,1.11598463,2.691642651,20.09606148,12.66282421,5.982708934,8.733909702,4.034582133,1.344860711
Ca1.9Gd7.6Si6O26Ce0.05,Ca1.9Gd7.6Si6O26,Ce,3,0.05,298,403,287,https://doi.org/10.1039/C1JM11650A,,,0.626506024,0.045783133,0.580722892,106,64,8,56,241.4129,157.25,15.9994,141.2506,5.3,1.8,0.6,1.2,7.54,3.44,1,2.44,9,4,1,3,34.03269047,13.618055,6.11315547,7.50489953,0.323607427,0.226415094,1.698113204,2.277480188,1.15,3.44,1.14,1.11653012,2.695421687,19.67228916,12.68915663,5.937349398,8.607228916,3.845783133,1.281927711
Ca1.9Gd8Si6O26Ce0.05,Ca1.9Gd8Si6O26,Ce,3,0.05,298,428,352,https://doi.org/10.1039/C1JM11650A,,,0.62052506,0.045346062,0.575178998,106,64,8,56,241.4129,157.25,15.9994,141.2506,5.3,1.8,0.6,1.2,7.54,3.44,1,2.44,9,4,1,3,34.03269047,13.618055,6.11315547,7.50489953,0.323607427,0.226415094,1.698113204,2.277480188,1.15,3.44,1.14,1.116133652,2.681145585,20.09546539,12.59665871,5.99522673,8.754176611,4.009546539,1.336515513
Mg2Y8Si6O26Mn0.18,Mg2Y8Si6O26,Mn,2,0.18,298,613,409,https://doi.org/10.1021/jp204824d,,,0.619047619,0.047619048,0.571428571,73,39,8,31,157.29575,88.90585,15.9994,72.90645,5,1.8,0.6,1.2,7.87,3.44,1.22,2.22,9,4,1,3,35.633231,13.618055,6.21726,7.400795,0.282083862,0.24,1.799999996,2.154736301,0.97,3.44,1.04,1.096190476,2.695714286,14.95238095,12.57142857,5.523809524,7.333333333,2.095238095,0
Mg2Y8Si6O26Ce0.01,Mg2Y8Si6O26,Ce,3,0.01,298,425,292,https://doi.org/10.1021/jp204824d,,,0.619047619,0.047619048,0.571428571,73,39,8,31,157.29575,88.90585,15.9994,72.90645,5,1.8,0.6,1.2,7.87,3.44,1.22,2.22,9,4,1,3,35.633231,13.618055,6.21726,7.400795,0.282083862,0.24,1.799999996,2.154736301,1.15,3.44,1.04,1.096190476,2.695714286,14.95238095,12.57142857,5.523809524,7.333333333,2.095238095,0
Mg2Y8Si6O26Ce0.01,Mg2Y8Si6O26,Ce,3,0.01,298,455,324,https://doi.org/10.1021/jp204824d,,,0.619047619,0.047619048,0.571428571,73,39,8,31,157.29575,88.90585,15.9994,72.90645,5,1.8,0.6,1.2,7.87,3.44,1.22,2.22,9,4,1,3,35.633231,13.618055,6.21726,7.400795,0.282083862,0.24,1.799999996,2.154736301,1.15,3.44,1.04,1.096190476,2.695714286,14.95238095,12.57142857,5.523809524,7.333333333,2.095238095,0
Na3Sc1.94P3O12Ce0.03,Na3Sc1.94P3O12,Ce,3,0.03,298,380,320,https://doi.org/10.1016/j.dyepig.2017.12.051,"mp-16956,mp-1221280,mp-555608", icsd-65406 icsd-20740,0.601805416,0.097291876,0.504513541,55,21,8,13,114.9188433,44.955912,15.9994,28.956512,5,1.8,0.6,1.2,7.92,3.44,0.93,2.51,9,4,1,3,35.80530796,13.618055,5.13907696,8.47897804,0.316919192,0.24,1.799999996,2.089433514,1.15,2.815,1.16,1.10164995,2.671935807,10.76930792,12.32798395,4.840521565,5.831494483,0.097291876,0
Ca3Gd0.95Ga3B4O15Ce0.05,Ca3Gd0.95Ga3B4O15,Ce,3,0.05,298,400,344,https://doi.org/10.1016/j.ceramint.2017.12.082,,,0.578034682,0.036608863,0.541425819,128,64,5,59,293.8614,157.25,10.811,146.439,6.35,1.8,0.6,1.2,9.49,3.44,1,2.44,9,4,1,3,40.17833147,13.618055,5.999302,7.618753,0.25711275,0.188976378,1.417322832,2.295792187,1.15,3.44,1.14,1.050529865,2.671676301,13.63391137,13.09633911,5.217726397,6.235067437,1.924855491,0.256262042
NaBi0.9F4Eu0.1,NaBi0.9F4,Eu,3,0.1,298,616,394,https://doi.org/10.1016/j.cej.2017.12.063,,,0.677966102,0.152542373,0.525423729,103,83,9,74,250.9685725,208.9804,18.9984032,189.9819968,3.9,1.8,0.5,1.3,6.93,3.98,0.93,3.05,9,5,1,4,29.84741296,17.42282,5.13907696,12.28374304,0.440115439,0.333333332,2.307692302,2.436588082,1.087,3.98,1.035,0.832457627,3.164067797,20.62711864,13.98305085,5.389830508,8.525423729,4.576271186,2.13559322
NaBi0.8F4Eu0.2,NaBi0.8F4,Eu,3,0.2,298,616,394,https://doi.org/10.1016/j.cej.2017.12.063,,,0.689655172,0.137931034,0.551724138,103,83,9,74,250.9685725,208.9804,18.9984032,189.9819968,3.9,1.8,0.5,1.3,6.93,3.98,0.93,3.05,9,5,1,4,29.84741296,17.42282,5.13907696,12.28374304,0.440115439,0.333333332,2.307692302,2.436588082,1.087,3.98,1.035,0.828965517,3.183793103,19.55172414,13.96551724,5.275862069,8.206896552,4.137931034,1.931034483
NaBi0.6F4Eu0.4,NaBi0.6F4,Eu,3,0.4,298,616,394,https://doi.org/10.1016/j.cej.2017.12.063,,,0.714285714,0.107142857,0.607142857,103,83,9,74,250.9685725,208.9804,18.9984032,189.9819968,3.9,1.8,0.5,1.3,6.93,3.98,0.93,3.05,9,5,1,4,29.84741296,17.42282,5.13907696,12.28374304,0.440115439,0.333333332,2.307692302,2.436588082,1.087,3.98,1.035,0.821607143,3.225357143,17.28571429,13.92857143,5.035714286,7.535714286,3.214285714,1.5
